video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,video_error_or_removed,description,location
z_8ozVch4as,,Neha Hiremath Case: ಫಯಾಜ್ ರುಂಡ ಕತ್ತರಿಸಿ ಹುಬ್ಬಳಿ ಬಾಗಿಲಿಗೆ ಹಾಕ್ತಿನಿ! | Tv5 Kannada,TV5 Kannada,25,2024-04-19T11:50:26Z,"tv5 kannada,kannada news",634598,4357,0,645,https://i.ytimg.com/vi/z_8ozVch4as/default.jpg,False,,"Neha Hiremath Case: ಫಯಾಜ್ ರುಂಡ ಕತ್ತರಿಸಿ ಹುಬ್ಬಳಿ ಬಾಗಿಲಿಗೆ ಹಾಕ್ತಿನಿ! | Tv5 Kannada
#NehaHiremath #HubballiMurder #fayaz
► Subscribe Now - https://goo.gl/KJgCV9 Stay Updated! 🔔

►TO Watch TV5 Kannada News
►Click here  ☛ https://goo.gl/jwPS3K

TV5 Kannada - News You can trust.

TV5 Kannada News now captures Karnataka every inch and every second standing by the land and its pride, people and their voices.

For More Updates
► Our Website : http://www.tv5kannada.com
► Like us on Facebook: https://www.facebook.com/tv5kannadatv/
► Follow us on Twitter: https://twitter.com/TV5kannada
► Circle us on TV5 News Channel G+: https://plus.google.com/+tv5kannada",IN
p9snqhal0MA,,A Day at TV Serial Set 📺 | Take A Break,Take A Break,23,2024-04-21T03:30:16Z,"take a break,tab,take a break comedy,shorts break,take a break video,take a break kaamwali bai,shorts break channel,parody,indian tv serials,indian tv serial roast,funny indian tv serial,funny indian tv serials,indian tv serials roasting,funny hindi tv serials,comedy serial hindi,aparna tandale,prashant kulkarni,sayali sonule,Shashank swamod,spoof comedy,tv serial spoof,the making of,daily soap comedy,a day at,a day in the life of",388724,21436,0,956,https://i.ytimg.com/vi/p9snqhal0MA/default.jpg,False,,"Get ready for a hilarious peek behind the scenes in our newest comedy sketch, ""A Day at the TV Serial Set""! 🎬🤣
Join us as we take you on a wild ride through the chaotic world of Indian television serials, where melodrama reigns supreme and the antics behind the camera are just as entertaining as the stories unfolding on screen.
In this laugh-out-loud sketch, we introduce you to a motley crew of characters that populate the set of a typical TV serial. From the overzealous director with a penchant for dramatic gestures to the perpetually stressed-out production assistant juggling a million tasks at once, each member of the crew adds their own unique flavor to the comedy mix.


Produced By - Monica Prabhudesai
Line Producer - Pratik Thakur
Creative Producer- Ravindra Sarowar

Script - Mohd. Zaid
Direction - Sayali Sonule
1st AD- Satyam Phule
2nd AD- Shreyas Koli

Art Direction - Shashank Kalekar
Costume - Arru Jain
Production- Pavan Tekale
Production & Art Asst.- Gajanan Lokhande
Spot - Navnath

Makeup- Shahin Baig
DOP - Suraj Kale
Lights - Hitan Dhaktode

Editor - Sanket Mulande
Post Production Supervisor - Hemant Vansh
Additional Music - Manoj More
DI - Mayur Satpute
Thumbnail - Anuj Shinde

Sound- Samir Sheikh
BTS- Malhari Shinde

Cast:
Shashank Swamod
Prashant Kulkarni
Aparna Tandale
Sayali Sonule
Satyam Phule
Sharjeel Shoeb
Sahil Parab
Shreyas Koli
Mohd. Zaid
Arru Jain
Hitan Dhaktode
Som Pandey
Gajanan Lokhande
Sonal Singh",IN
q3zqJs7JUCQ,,Taylor Swift - Fortnight (feat. Post Malone) (Official Music Video),Taylor Swift,10,2024-04-20T00:00:06Z,"Taylor swift,taylor,swift,taylor swift ttpd,tortured poets department,new taylor swift,taylor swift album,ts ttpd,ttpd anthology,taylor swift fortnight,fortnite taylor swift,taylor swift",25986420,1217518,0,63707,https://i.ytimg.com/vi/q3zqJs7JUCQ/default.jpg,False,,"The official music video for “Fortnight (feat. Post Malone)” by Taylor Swift, from ‘THE TORTURED POETS DEPARTMENT’.

Buy/download/stream ‘THE TORTURED POETS DEPARTMENT’: https://taylor.lnk.to/thetorturedpoetsdepartment 

Join the #ForAFortnightChallenge on YouTube Shorts. Share 14 snippets of your life in one single Short with “Fortnight (feat Post Malone)” by using remix or adding the official sound.

https://yt.be/ForAFortnightChallenge

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe
►Shop Merch: http://taylorswift.lnk.to/store 
►Follow Taylor Swift Online: 
TikTok: http://tiktok.com/@taylorswift 
Instagram: http://instagram.com/taylorswift 
Twitter: http://twitter.com/taylorswift13 
Snapchat: http://snapchat.com/add/taylorswift 
Facebook: http://facebook.com/taylorswift 
Tumblr: http://taylorswift.tumblr.com 
Website: http://www.taylorswift.com 

►Follow Taylor Nation Online 
TikTok: http://tiktok.com/@taylornation
YouTube: https://youtube.com/taylornation
Instagram: http://instagram.com/taylornation 
Twitter: http://twitter.com/taylornation13
Tumblr: http://taylornation.tumblr.com

Director: Taylor Swift
Director of Photography: Rodrigo Prieto 
Producer: Jil Hardin 
Editor: Chancler Haynes 
Production Designer: Ethan Tobman 
1st AD: Anthony Dimino 
Visual Effects: Parliament
Production Companies: Taylor Swift Productions & Object & Animal

#taylorswift #postmalone #fortnight #thetorturedpoetsdepartment",IN
kxnDSRs5mFI,,Pro Free Fire KID Vs YOUTUBERS (1v1) || Funniest Prank || Desi Gamers,Desi Gamers,20,2024-04-21T03:13:00Z,"Free Fire,desi gamers,free fire india,garena free fire,free fire live,desi gamers new video,amit bhai,desi army,amitbhai new video,challenge videos free fire,amit shrama,free fire challenges,Youngest FREE FIRE Pro Player Vs YOUTUBERS,Prank With Smarty,Shrey YT,And Romeo Gamer,prank,1v1,mobile gameplay,handcam,amitbhai bhanja,desi gamers vs youtubers,clash squad",448708,43966,0,5682,https://i.ytimg.com/vi/kxnDSRs5mFI/default.jpg,False,,"Youngest FREE FIRE Pro Player Vs YOUTUBERS 
Prank With Smarty, Shrey YT, And Romeo Gamer
1v1 In Mobile 



Vlogging Channel - https://youtu.be/HTXY99ssCiM
Livestream & Highlights - https://youtu.be/OvfGzsKVRVU

Instagram - https://www.instagram.com/desigamers1/
Discord - https://discord.gg/desigamers
Facebook - https://www.facebook.com/DesiGamers22
TWITTER - https://twitter.com/desigamers01
Whatsapp - https://whatsapp.com/channel/0029Va9CITFH5JM0RGtSyv1o

#amitbhai #DesiGamers #freefire",IN
lcZsvt-F5h4,,"Asku Laska | Episode 10 | 4K | Guru Lakshman , Deepa balu | Naakout | Allo Media",Naakout,24,2024-04-20T12:06:02Z,"asku laska,askulaska,askulaskavideo,askulaskaseries,askulaskashortfil,askulaskanew,askulaska2024,naakoutseries,naakout2024,tamilseries,tamilwebseries,askulaskawebseries,askulaskatamilwebseries,askulaskatamilseries,gurulakshman,deepabalu,sumithradevi,tamilshortfilmtailer,trendingtrailer,tamiltrailer,romcomtariler,lovecomedyseries,lovestory,lovetamilshortfilm,lovetariler,comedytariler,askulaskalovestory,askulaskacomedyseries,romcom,asku,laska,askulaskaepisode,trending,marriagestory,marriage,love",204741,11082,0,275,https://i.ytimg.com/vi/lcZsvt-F5h4/default.jpg,False,,"#naakout #askulaska #askulaskaepisode10
entry elevate : 
Send WhatsApp message ‘Coding’ to 6380108730 and avail upto 50% discount on elevate coding courses


Cast & Crew : 
guru lakshman, deepa balu, Vishwanathan, Sumithra devi, Agathiyan, Santhosh, Gayathri, Amutha, joyson, Karthika kannan, Sana khan, Shakthi rao, Shivaranjani, Ananya rajput, Anith yashpaul, Sabari sambath, kirubakaran

Directed By -  Vishwanathan
Director of photography - Ameen
Editor - Nizam
Background Score -  Micheal Akash, Mohanlal Ravi
Additional programmer - Kishore, Adarsh Praveen
Screenplay, Dialogue - Guru Lakshman, Vishwanathan
Title design , VFX Animation - Nizam
Sound & Final mixing - Nizam
Di Colorist - Praveen Lokesh
Story plot - Raju
Title Music : Jerome K Suraj
Publicity Designer - Aareesh ( JPGwithvotka ) 

Associate Camera Team - Dharun sb, Kalai, Tj wiki
Associate director - Guru lakshman
Lyricist - Coolie Soundherrajan
Dubbing Studio - Gray studio
Assistant Directors - Gopinath, Pramoth, Ak arun
Executive producer - Vicky Gn, Kirubakaran

CFO - Vishwa
Channel head - Raja DS  💜

Trailer : https://youtu.be/emWTTzuxdb8
Episodes 01 : https://youtu.be/foKFFPlT9Oc
Episodes 02 : https://youtu.be/4EuWuZNJdts
Episodes 03 : https://youtu.be/qrL1JlG5ocI
Episodes 04 : https://youtu.be/B0oifFjb_9c
Episodes 05 : https://youtu.be/SRc6Oyg6xbA
Episodes 06: https://youtu.be/VqDvrfakaWY
Episodes 07: https://youtu.be/TPGvLcTZ9G8
Episodes 08: https://youtu.be/sr3x_3NHA7M
Episodes 09 : https://youtu.be/8JtjFYkb8oE


additional music : raj bharath music score

🔻
'Filaments' by Scott Buckley is under a Creative Commons license Attribution 3.0 Unported (CC BY 3.0)
https://www.youtube.com/c/ScottBuckley
Music promoted by BreakingCopyright: https://bit.ly/filaments-song
🔺

Follow Us :
instagram : https://www.instagram.com/naakout/
Facebook : https://www.facebook.com/naakoutofficial

#askulaskatamil #askulaskaepisodetamil #love #trending #naakout #deepabalu #gurulakshman #tamilseries #tamilshortfilm #naakoutnew
#sumithradevi #gayathri #jansiraani",IN
0SFXh0DEAbQ,,INDIA's WEIRDEST STREET FOOD Pt. 4,Tanmay Bhat,23,2024-04-20T15:30:07Z,"AIB,Stand Up Comedian,Jokes,Funny,Vlog,Indian Vlogger,Vlogger,Comedy,Comedian,Trending,All India Bakchod,Funny Video,Funny Sketch,Funny Jokes,Tanmay Bhat,Live,Live Stream,Tanmay Bhat Live",1128406,78813,0,2228,https://i.ytimg.com/vi/0SFXh0DEAbQ/default.jpg,False,,"With Airtel Xstream Fiber, plans starting at 699* you get 350+ TV channels and 20+ OTTs at superfast speed. Unlimited entertainment is available, are you taiyaar?

Check details : https://bit.ly/49mbdl9

#AirtelXstreamFiber #UnlimitedEntertainment #collab

FOLLOW:
• Rohan Joshi - https://www.instagram.com/mojorojo/
• Aaditya Kulshreshth - https://www.instagram.com/kullubaaazi/
• Vishal Dayama - https://www.instagram.com/dayamaged/
• Piyush Sharma - https://www.instagram.com/misterpiyush/


CHECK OUT MY OTHER CHANNELS
• Honestly by Tanmay Bhat: https://www.youtube.com/@HonestlybyTanmayBhat
• Bot Army Clips: https://www.youtube.com/@BotArmyClips
• Superteam Podcast: https://www.youtube.com/@superteampodcast
• Honestly Clips: https://www.youtube.com/@HonestlyClips

------------------

FOLLOW ME
• Instagram: https://www.instagram.com/tanmaybhat/
• Twitter: https://twitter.com/thetanmay
• LinkedIn: https://in.linkedin.com/in/thetanmay

------------------

Memes curator by Darshit Parmar: https://www.instagram.com/d4rshitt/
Video edited by Varun Prajapati: https://www.instagram.com/vrn__23/

------------------",IN
oEjTwg-LDLA,,Special Iftaari Shoaib aur Dipika Ke Ghar! | @FarahKhanK,Farah Khan,22,2024-04-19T07:45:02Z,"farah khan,farah khan new vlog,farah khan youtube channel,farah khan latest vlog,farah khan iftar party,farah khan iftar party at shoaibh and deepika's place,shoaib ibrahim,dipika kakar,shoaibh and deepika,iftaar party,iftaar party at home,eid iftar party,eid,farah khan iftaar,iftaar,ramadan,dipika kakar ibrahim,iftar vlog,ramadan mubarak,ramadan iftar party,ramadan vlog,iftar party vlog,new vlog,iftar special,ramadan diaries,ramadan food",2227789,70310,0,3843,https://i.ytimg.com/vi/oEjTwg-LDLA/default.jpg,False,,"Hello guys welcome back to my channel Today, I'm taking you along to Shoaib and Dipika's place for a special Iftaari party. Get ready to experience the warmth and joy of Ramadan as we join this lovely couple in their home. From mouthwatering dishes to heartwarming conversations, you won't want to miss a moment of this delightful celebration.

Don't forget to hit subscribe and turn on notifications so you never miss out on the fun!

Click here to subscribe my channel:- https://www.youtube.com/channel/UChCYMXLO_SfiNwOc2rlNKCA?sub_confirmation=1

Also follow me on:-
Instagram:- https://www.instagram.com/farahkhankunder/

#farahkhan #shoaibanddipika #iftaarparty #iftaarspecial #shoaibibrahim #dipikakakar",IN
CjtiMKi7jbg,,Bhaje Vaayu Vegam Teaser | Kartikeya | Ishwarya Menon | Prashanth Reddy | UV Creations,UV Creations,24,2024-04-20T08:55:02Z,"Bhaje Vaayu Vegam Teaser,Kartikeya,Ishwarya Menon,Prashanth Reddy,UV Creations,Bhaje Vaayu Vegam,Kartikeya 8,Kartikeya 8 Bhaje Vaayu Vegam,Kartikeya new movie,Kartikeya latest updates,Radhan latest songs,Upcoming telugu movies,Latest telugu movies,2024 latest telugu movie teasers,Karthikeya,Karthikeya New Movie Teaser,UV Creations Kartikeya moive,Latest Telugu Movies 2024,Kartikeya Movies,Kartikeya BVV Movie,BVV,BVV Teaser,Telugu movie teasers 2024",1738422,34603,0,324,https://i.ytimg.com/vi/CjtiMKi7jbg/default.jpg,False,,"Bhaje Vaayu Vegam Teaser on UV Creations. 

Bhaje Vaayu Vegam 2024 latest Telugu Movie Starring #Kartikeya & #IshwaryaMenon, Directed By #PrashanthReddy, Songs By Radhan, Background Score By Kapil Kumar, Produced By UV Concepts & Presented By UV Creations.

#BhajeVaayuVegamTeaser #BVV #BVVTeaser 

Starring: Kartikeya Gummakonda, Ishwarya Menon, Rahul Tyson, Tanikella Bharani, Ravi Shankar, Sarath Lohitswa, etc.

Crew
Director: Prashanth Reddy
Producer: UV Concepts
Co-producer: Ajay Kumar Raju.P
Song: Radhan
Original Background Score: Kapil Kumar
Dialogues by: Madhu Srinivas
Art: Gandhi Nadikudikar
Editor: Satya G
Cinematography: RD Rajasekhar
First Assistant Director: Ujwal
Teaser Cut: Prateek Nuti 
Executive Producer: SPN Varma (Praveen)
Lyricist: Ramjogayya Sastry 
Dance Choreographer: Komarla Raghavendra 
Co director: Ramprasad Gollapalli
Line Producer: Ramireddy Sridhar Reddy
PRO: GSK Media (Suresh-Srinivas)
Marketing: First Show
Music Label: Aditya Music

Click Here To Watch: 

Vishwambhara Title Reveal & Concept Video : https://youtu.be/0HO0VUAY_4Q

Vishwambhara Pooja Ceremony : https://youtu.be/LIbj42dx1Ds

Follow For More Updates About UV Creations:

Like: https://www.facebook.com/UVCTheMovieMakers
Follow: https://www.instagram.com/uvcreationsofficial  
Follow: https://twitter.com/UV_Creations
Subscribe: https://www.youtube.com/c/UVCreations",IN
Au1dXGZG50Q,,Mr. Innocent Episode - 14 | Ft. Bala Kumar & Divya Vijayakumar | Web Series | Striker,STRIKER,20,2024-04-19T10:26:43Z,"Striker,nee partha vizhigal,nee partha vizhigal whatsapp status,nee partha vizhigal lyrics,nee parthe vizhigal web series,nee partha vizhigal short film,nee partha vizhigal episode 4,nee partha vizhigal episode 3,nee partha vizhigal episode 1,short film tamil,nee paartha vizhigal,ne paratha vizhigal,nee partha viligal,striker,nee partha vizhigal episode 2,tamil web series love story,short film tamil new 2021",485079,33011,0,1430,https://i.ytimg.com/vi/Au1dXGZG50Q/default.jpg,False,,"#balakumar #teenasravya #mrinnocent #striker  

Presenting you our New Webseries Titled as "" Mr.Innocent "". A College Commercial Entertainer with Lot of Funs & Emotions Through the Characters of Bala , Divya , Teena Sravya & Their Friends . Watch & Share This Video to Your Loved Ones, Friends & to your Family Circles. Drop Your Valuable Comments in Youtube Comments Section . For Sure we Will Respond Your Comments 

Don't forget to hit the Red Button @ https://bit.ly/SubscribeStriker

Striker is the Tamil Entertainment Web series Channel based on Couple Love stories and Commericial Elements around it. The Channel aims to fill your whatsapp status with loving and fun videos. 

Follow us on Instagram :-
Bala Kumar : Actor - https://www.instagram.com/balakumar_actor/
Teena Sravya : Actress - https://www.instagram.com/teenasravya...
Divya : Actress - https://www.instagram.com/divyavijaya...

Bala Kumar : Direction - https://www.instagram.com/balakumar_actor/
Vasanth D.A : Music - https://www.instagram.com/isaipettaivasanth/
Santhosh : Co Director - https://www.instagram.com/loveofsjg/
Abishek : DOP - https://instagram.com/abishek_cinemat...
Kirubaraj Prince : DI - https://instagram.com/kirubaraj_princ...
Sundar : Editor  - https://instagram.com/sundarmathi0?ig...
Gokul Rajasekar : SFX & Mixing - https://www.instagram.com/rag0075/
Sangamesh : Title Design  - https://www.instagram.com/sangamesh_65/


Cast : 
Raghu Ram
Santhosh
Soundarya 
Nanda 
Surya Prakash
Kumaran
Vignesh
Evony
Mary
Bathmanadhan
Srija
Ravi Ezhumalai
Muthu
Avinash
Beema
Bharathi
Rohith
Saranya
Aishwarya

For More Updates :
Follow on Instagram : https://www.instagram.com/striker_cha...
Follow on Facebook : https://www.facebook.com/strikerchann...

People Who are Interested in Acting , Camera Work & Direction Can Mail up to
E-MAIL ID : strikerbalacontact@gmail.com


Watch & Subscribe to
Striker Youtube Channel 

Music Partner : TRENDMUSIC

Powered by Trend Loud Digital 
Website   - https://trendloud.com/ 
Instagram - https://www.instagram.com/trendloud/
Facebook  - https://www.facebook.com/Trendloud/
Twitter   - https://twitter.com/trendloud",IN
6aAT3GYRHjA,,🙆🏻‍♂️మోసం చేసిన లవర్😢/టోకన్ నెం:3😂/village comedy video😂/Laxmi srikanth videos/5star channel❤️,5 STAR,24,2024-04-21T04:43:21Z,"Creative thinks,My village show,Dhoomdhaam channel,Koo koo tv,Pareshanboys,Pareshan family,Funmoji,Filmoji,Anilgeela vlogs",96871,4800,0,157,https://i.ytimg.com/vi/6aAT3GYRHjA/default.jpg,False,,"Direction & Management, : 5 Star Laxmi,srikanth,Anil
Story:Naresh Ponnam✍️
Editing: 5 Star Srikanth✨
Camera : Thirumalesh
Casting: 5starlaxmi anil , srikanth , ramya , Laddu ,Raju ,thirmalesh,spoorthi,teenmar raju

Our Village Location
Village : Kondapur And Ambaripet
Mandal : Velgatoor
District : Jagityal
State : Telangana
.........................................................................................................................
#5starcgannel
#Laxmivideos
#lovestory 
#Lovermosamchesthe
#comedyvideos  
#5starcomedyvideos
#llove
#newtrendingvideos 
#Comeydvideos​​​
#ethakayalu
#2024Camuduvideos​​​
#telugucomedyvideos 
#Laxmicomedyvideos
#01trendingvideos 
#telugu 
#010trending
#Srikanthcomedyvideos
#love 
#village",IN
vHN5EB9pK6w,,I JOINED A BIG GANG IN NEW GANGSTER CITY,Ujjwal,20,2024-04-18T04:10:49Z,"gta rp,gta rp trolling,gta rp funny moments,gta rp police,gta rp gang,gta rp android download,gta rp android gameplay,gta rp and money job,gta rp and rockstar,gta rp android 2023,techno gamerz,ujjwal",4423580,216722,0,11196,https://i.ytimg.com/vi/vHN5EB9pK6w/default.jpg,False,,"Join the Best GTA RP Server Grand RP!!!
https://gta5grand.com/?ref=135155 - my referral link by clicking on which you will get 25.000$ game currency prime status game account.
How to start playing with me: https://www.youtube.com/watch?v=5B2EpuIWztM
Assassin Family Discord: https://discord.com/invite/Qt6d36kBhY
Grand RP Discord - https://discord.com/invite/gta5grandcom

Share, Support, Subscribe!!!
Subscribe: http://bit.ly/ujjwalgamer
Discord : https://bitly.com/ujjwaldiscord
Youtube: https://www.youtube.com/c/TechnoGamerzOfficial
Twitter:  https://www.twitter.com/ujjwalgamer
Facebook: https://www.facebook.com/technogamerz
Facebook Myself: https://www.facebook.com/ujjwalgamer
Instagram: https://instagram.com/ujjwalgamer

Business Email : technogamerzofficial@gmail.com

About : Ujjwal Gamer is a channel where I post gaming videos & live stream everyday.",IN
iA-3aqDxOhE,,മമ്മൂട്ടിയും ദുൽഖറും കുടുംബവും നടൻ കുഞ്ചന്റെ മകളുടെ വിവാഹം കൂടാൻ ആദ്യം എത്തിയപ്പോൾ | Mammootty,T A L K S - LET ME TALK,22,2024-04-21T05:01:06Z,#VLLO,211026,686,0,106,https://i.ytimg.com/vi/iA-3aqDxOhE/default.jpg,False,,Mammoottyy and family at actor kunjan daughter wedding | Actor Kunjan daughter swathi wedding | Swathi wedding | Kunjan daughter wedding,IN
J-tE2EtthaA,,Manipur Election 2024: Voting in Manipur Marred by Irregularities and Tensions,The Indian Express,25,2024-04-19T11:17:46Z,"manipur election 2024,manipur election,manipur election news live today,voting in manipur today,manipur election latest news,manipur election poll,lok sabha election 2024,lok sabha election,biren singh,biren singh interview,cm biren singh,n biren singh,manipur news,manipur news today,manipur violence,election news,manipur lok sabha,cm biren,manipur election incident,manipur election violence today,manipur election viral video,manipur election violence",315319,1811,0,210,https://i.ytimg.com/vi/J-tE2EtthaA/default.jpg,False,,"Manipur Election 2024: Voting in Manipur is underway amidst tensions and allegations of irregularities in the Inner Manipur constituency. Polling was halted at two locations, Uripok in Imphal West and Thongju in Imphal East, after EVMs were destroyed, prompting the polling officer to close the booths. Additionally, voting was stopped.

#ManipurElection2024 #Manipur #LokSabhaElection2024 #Elections2024 

The Indian Express covers all national & international news, which includes daily news updates, political news, election news, gadgets and Mobile reviews, technology updates, Entertainment News, Bollywood news, public opinions and views on daily trends.
Indian Express newspaper offers a comprehensive package of news, including Indian Express editorial analysis and Indian Express analysis today. This well-respected publication covers a wide range of topics in its Indian Express editorial and Indian Express news sections. Stay informed with the Indian Express newspaper today.

Lok Sabha Election 2024: https://www.youtube.com/playlist?list=PLrDg7LoYgk9xnmHqdLLIdJi3jwxgHctxB

You can search us on YouTube by: @indianexpress, indian express, indian express newspaper today,indian express newspaper,indian express editorial analysis,indian express analysis,indian express analysis today,indian express,indian express news,the indian express newspaper analysis,the indian express,the indian express newspaper analysis today,the indian express editorial analysis,the indian express newspaper.

Stay Tuned To Indian Express For More Updates: https://indianexpress.com/

Watch Out Our Weekly Shows:
🡆 Political Pulse - https://youtube.com/playlist?list=PLrDg7LoYgk9yWQFKrxgIIWgWV-Mbq2jwC
🡆 Express Explained In 60 Seconds - https://youtube.com/playlist?list=PLrDg7LoYgk9wf6MYiN9rR3zN3f-lWmfaS
🡆 Zero Hour with Derek O' Brien - https://youtube.com/playlist?list=PLrDg7LoYgk9w95L5sHxAhGVlNgsRFhMHq
🡆 Indian Express Explained - https://youtube.com/playlist?list=PLrDg7LoYgk9y8Wm50M57nutw5usWUkb-k
🡆 UPSC Essentials- https://www.youtube.com/watch?v=TuhtH8j4stw&list=PLrDg7LoYgk9wBTnLuSQmbj1_6U1K6IOYI

#IndiaNews #LatestNews #BreakingNews #EnglishNews #INDIANEXPRESS #THEINDIANEXPRESSTODAY #INDIANEXPRESSNEWSANALYSIS

Subscribe to our network channels:
The Indian Express: https://www.youtube.com/c/indianexpress
Jansatta (Hindi): https://www.youtube.com/c/Jansatta
Loksatta (Marathi): https://www.youtube.com/LOKSATTA
The Financial Express https://www.youtube.com/c/FinancialExpress
Express Drives (Auto): https://www.youtube.com/c/ExpressDrives
Inuth (Youth): https://www.youtube.com/c/InUthdotcom
Indian Express Bangla: https://www.youtube.com/c/IndianExpressBangla
Indian Express Punjab: https://www.youtube.com/@indianexpresspunjab
Indian Express Malayalam: https://www.youtube.com/c/iemalayalam
Indian Express Tamil: https://www.youtube.com/@indianexpresstamil

Connect with us:
Facebook: https://www.facebook.com/indianexpress
Twitter: https://twitter.com/indianexpress
Indian Express App: http://indianexpress.com/apps/
Official Website: https://indianexpress.com/",IN
DYhZNFY-B6A,,'തോറ്റ് തോറ്റ് ഞാനൊരു ഡോക്ടറായി'  | Fathima Thaskiya | Motivational Speech,Madhyamam,25,2024-04-18T06:57:28Z,"malayalam news live,malayalam news,malayalam latest news,media one news live,News live tv,24 news live,manorama news live,asianet news live,latest malayalam news,mathrubhhumi news live,malayalam live,news malayalam news,live mediaone മീഡിയ വൺ ലൈവ്,മാധ്യമം",1037158,14055,0,1704,https://i.ytimg.com/vi/DYhZNFY-B6A/default.jpg,False,,"ഇന്നലെ വയനാട്ടിലുണ്ടായ വാഹനാപകടത്തിൽ മരിച്ച ഫാത്തിമ തസ്കിയ 'മാധ്യമം എജുകഫേ' വേദിയിൽ കഴിഞ്ഞ വർഷം നടത്തിയ മോട്ടിവേഷനൽ സെഷൻ 

#fathimathaskiya #madhyamameducafe #latestnews 

Subscribe Us ► https://www.youtube.com/c/Madhyamamnews
More news:  https://www.madhyamam.com/latest-news
Follow us on Social Media
Facebook ► https://www.facebook.com/Madhyamam/
Twitter ► https://twitter.com/madhyamam/
Instagram►https://www.instagram.com/madhyamam/
Telegram ►https://t.me/madhyamam",IN
u-BLHW3tJPA,,Guruvayoorambala Nadayil Official Teaser | Prithviraj Sukumaran | Basil Joseph | Vipin Das | E4E,E4 Entertainment,1,2024-04-18T12:29:25Z,"Guruvayoor Ambalanadayil,guruvayoor ambalanadayil movie trailer,guruvayoor ambalanadayil movie,guruvayoor ambalanadayil prithviraj,guruvayoor ambalanadayil teaser,guruvayoor ambalanadayil basil joseph,guruvayoor ambalanadayil prithviraj sukumaran,prithviraj sukumaran,basil joseph,nikhila vimal,anaswara rajan,yogi babu,guruvayoor ambalanadayil Official Teaser,guruvayoor ambalanadayil Teaser,prithviraj sukumaran movies,prithviraj sukumaran movies malayalam",2153976,67358,0,2343,https://i.ytimg.com/vi/u-BLHW3tJPA/default.jpg,False,,"Presenting the official teaser of “Guruvayoorambala Nadayil” directed by Vipin Das and produced by Supriya Menon , Mukesh R Mehta, C V Sarathy under the banner of Prithviraj Productions Pvt Ltd and E4 Entertainment. 

Starring : 
Prithviraj Sukumaran/Basil Joseph/ Nikhila Vimal/ Anaswara Rajan/Yogi Babu/Siju Sunny/Joemon Jyothir/Saafboi

Director: Vipin Das 
Producers: Supriya Menon, Mukesh R Mehta, C V Sarathy
Banner : Prithviraj Productions Pvt Ltd and E4 Entertainment 
Writer: Deepu Pradeep
DOP : Neeraj Revi
Editor : Johnkutty
Music : Ankit Menon
Executive Producer : Harris Desom 
Production designer : Sunil Kumaran 
Costume : Aswathy Jayakumar
Make Up : Sudhi Surendran
Chief Associate Director : Sreelaal 
Production Controller : Rinny Divakar 
Sound Design : Arun S Mani 
Sound Mixing : M R Rajakrishnan 
Action Director : Felix Fukuyoshi Ruwwe
Stills : Jestin James Rohith K Suresh
Teaser Cut : Don Max
VFX  : DTM VFX 
Opening Titles : SarathVinu
Subtitles : Vivek Ranjith
Title Design : Sarcasanam
DI : Color Planet Studios
Online Marketing : Poffactio / 10G Media 
Marketing : Catalyst 
Design : Ting


Official page links : 
Instagram - https://www.instagram.com/guruvayoorambalanadayilmovie 

Facebook - https://www.facebook.com/GuruvayoorambalaNadayil 

Tags : @guruvayoorambalanadayil @therealprithvi
@ibasiljoseph @vipindashb @supriyamenonprithviraj @prithvirajproductions @e4entertainment @mukeshe4e @cvsarathi @apinternationalfilms @nikhilavimalofficial @anaswara.rajan


#guruvayoorambalanadayil #prithvirajsukumaran #basiljoseph #vipindas #e4entertainment #supriyamenon #nikhilavimal #anaswararajan #yogibabu #Jagadish 

For more updates:
Subscribe: https://www.youtube.com/channel/UCXcgltdMvm3ph4D6u-wku5g?sub_confirmation=1",IN
